type,instance,num_var,num_rep,num_steps,compress,runtime,gap,best_energy,gnd_energy,success_prob,best_solution
8,precision_3_timepoints_2.coo,24,8,1000,false,0.044592469,0.8154656845347305,-44.90934753417969,-45.27857880679411,0.0,1;-1;-1;-1;1;-1;-1;-1;1;-1;1;1;1;-1;-1;-1;-1;1;-1;1;1;-1;1;1
8,precision_3_timepoints_3.coo,36,8,1000,false,0.038974918,1.1618991389238018,-77.76628875732422,-78.68047653670534,0.0,1;-1;-1;-1;1;1;-1;-1;-1;-1;-1;1;1;1;-1;1;-1;-1;-1;1;-1;-1;1;-1;1;-1;1;1;-1;-1;1;1;-1;1;-1;-1
8,precision_3_timepoints_4.coo,48,8,1000,false,0.04194291,0.615028350759824,-111.39303588867188,-112.0823742666163,0.0,1;-1;1;-1;1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;-1;-1;1;-1;-1;1;-1;-1;1;-1;1;-1;1;-1;1;-1;-1;-1;-1;-1;1;-1;-1;1;1;-1;1;-1
8,precision_4_timepoints_2.coo,32,8,1000,false,0.026842942,1.3732601820034713,-47.94743728637695,-48.615048388355966,0.0,1;-1;-1;-1;1;-1;-1;-1;-1;-1;1;1;-1;-1;1;1;1;-1;-1;-1;1;-1;-1;-1;-1;1;1;1;1;-1;-1;-1
8,precision_4_timepoints_3.coo,48,8,1000,false,0.035688659,0.6976845254440822,-82.49911499023438,-83.07874252073508,0.0,1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;-1;-1;-1;1;1;-1;1;-1;-1;-1;1;1;-1;-1;1;1;1;-1;-1;1;1;-1;-1;-1;1;-1;1;1;-1;-1;1;-1;1;-1;1;-1;1
8,precision_4_timepoints_4.coo,64,8,1000,false,0.03375203,0.6514335638033723,-116.77672576904297,-117.54243665311367,0.0,-1;1;1;-1;-1;1;1;1;-1;-1;1;-1;-1;-1;1;-1;-1;1;1;1;1;-1;-1;-1;-1;-1;1;-1;-1;1;1;-1;1;-1;-1;1;-1;1;-1;1;-1;1;-1;-1;1;-1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;-1;-1
8,precision_3_timepoints_2.coo,24,8,10000,false,0.31065386,0.42380664585093386,-45.08668518066406,-45.27857880679411,0.0,1;-1;-1;-1;1;-1;-1;-1;1;-1;1;-1;1;-1;-1;-1;1;-1;-1;1;1;-1;1;-1
8,precision_3_timepoints_3.coo,36,8,10000,false,0.306684758,0.31774490963078234,-78.43047332763672,-78.68047653670534,0.0,-1;1;1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1
8,precision_3_timepoints_4.coo,48,8,10000,false,0.29753433,0.36899784173300537,-111.66879272460938,-112.0823742666163,0.0,-1;1;-1;-1;1;-1;-1;-1;1;-1;1;-1;-1;1;1;-1;1;-1;-1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;-1;-1;1;-1
8,precision_4_timepoints_2.coo,32,8,10000,false,0.316019318,0.16611744164098274,-48.5342903137207,-48.615048388355966,0.0,1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;1;-1;-1;1;1;1;-1;-1;-1;-1;1;-1;1
