type,instance,num_var,num_rep,num_steps,compress,runtime,gap,best_energy,gnd_energy,success_prob,best_solution
9,precision_5_timepoints_2.coo,40,16,1000,false,0.045562691,0.4946760673872278,-70.68242645263672,-71.03381372890604,0.0,-1;1;-1;1;1;-1;1;-1;1;1;-1;1;-1;1;-1;-1;1;-1;1;-1;-1;-1;1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;-1;1;-1;-1;1
9,precision_5_timepoints_3.coo,60,16,1000,false,0.030309803,0.3030822836829333,-125.52720642089844,-125.9088137289061,0.0,-1;1;1;1;1;-1;1;-1;1;1;-1;1;-1;1;1;-1;-1;1;-1;-1;-1;1;1;1;1;-1;1;-1;-1;1;-1;-1;-1;1;-1;-1;1;-1;1;1;-1;1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;-1;1;-1;1;1;-1;1
9,precision_5_timepoints_4.coo,80,16,1000,false,0.167330402,0.3570860841440122,-180.1382598876953,-180.78381372890607,0.0,-1;1;1;1;1;-1;-1;1;1;1;-1;1;-1;-1;1;-1;-1;1;-1;1;-1;1;1;1;-1;-1;1;1;-1;-1;-1;1;1;-1;-1;-1;1;-1;1;1;-1;-1;1;1;1;-1;1;1;-1;1;-1;-1;-1;1;1;-1;1;1;-1;1;-1;-1;1;-1;1;-1;-1;1;1;-1;-1;-1;1;-1;-1;-1;-1;1;1;1
9,precision_6_timepoints_2.coo,48,16,1000,false,0.037726061,0.37636843804124914,-72.67288970947266,-72.94744085320292,0.0,-1;-1;1;1;1;1;-1;1;-1;1;1;-1;-1;1;-1;-1;1;1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;1;1;-1;1;-1;1;-1;1;-1;-1;1;-1;1;-1;-1;-1;-1;1;1;-1
9,precision_6_timepoints_3.coo,72,16,1000,false,0.026703739,0.46189200297418653,-128.44515991210938,-129.04119085320298,0.0,1;-1;1;-1;-1;-1;-1;1;1;1;-1;1;1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;1;-1;-1;1;1;-1;-1;-1;-1;1;1;1;1;-1;-1;1;1;-1;-1;-1;-1;-1;1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;1;-1;1;1
9,precision_6_timepoints_4.coo,96,16,1000,false,0.028572529,0.4879705493761287,-184.23153686523438,-185.13494085320292,0.0,-1;1;1;1;-1;-1;-1;-1;-1;-1;1;1;-1;-1;1;-1;1;1;-1;-1;-1;1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;-1;-1;-1;-1;1;-1;-1;1;1;-1;1;1;-1;-1;-1;1;-1;-1;1;1;1;-1;-1;-1;-1;1;1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;1;1;-1;-1;1;-1;-1;1;-1;-1;-1;1;-1;-1;1;1;-1;-1;1;-1;-1
9,precision_7_timepoints_2.coo,56,16,1000,false,0.028408873,0.3304676262355548,-73.67559814453125,-73.91987941535135,0.0,-1;1;-1;-1;1;-1;-1;-1;-1;1;-1;1;1;1;-1;-1;1;1;-1;-1;-1;-1;1;-1;1;1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;1;-1;1;1;-1;1;-1;-1;1;-1;-1;1;-1
9,precision_7_timepoints_3.coo,84,16,1000,false,0.028264872,0.34698866484208285,-130.1794891357422,-130.63277004035143,0.0,1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;-1;1;-1;-1;1;-1;1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;1;-1;1;1;-1;1;-1;-1;1;1;1;1;-1;-1;-1;1;1;-1;-1;1;1;1;-1;1;1;-1;-1;1;-1;1;-1;1;1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;1;1;1;-1;-1;-1;1;-1;1
9,precision_7_timepoints_4.coo,112,16,1000,false,0.028489644,0.44150288428987217,-186.51852416992188,-187.34566066535132,0.0,-1;1;1;1;-1;-1;1;-1;-1;1;-1;1;1;-1;-1;-1;1;-1;-1;1;-1;-1;-1;1;-1;1;-1;-1;-1;1;1;-1;-1;1;1;-1;-1;1;1;-1;-1;1;-1;1;1;-1;1;1;-1;-1;-1;1;1;1;1;1;1;-1;-1;1;-1;1;-1;-1;1;1;-1;1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;1;1;1;-1;-1;1;-1;1;-1;-1;-1;1;-1;-1;-1;-1;1;-1;1;-1;1;-1;1;-1;-1;-1;1
9,precision_5_timepoints_2.coo,40,16,10000,false,0.313965081,0.20601409549251834,-70.8874740600586,-71.03381372890604,0.0,-1;1;-1;-1;-1;-1;1;-1;-1;-1;-1;1;-1;-1;1;-1;1;1;-1;1;-1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;1;1;-1;-1;1;-1;1
